Vendor Name,Vendor Email,Order Number,Store Name,Delivery Date,Product Name,Product Description,Category,Unit of Measurement,Quantity,Price per Unit,Expiration Date
"Romero, Beard and Christensen",jmitchell@example.org,59dca95f-d696-4e70-9ecf-08481dca53e1,ABC Foodmart - DUMBO,10/23/2024,Yogurt,"High-quality dairy item, Yogurt, sourced responsibly.",dairy,pieces,69,50.07,5/1/2025
Lester and Sons,collinspatricia@example.net,159b886e-6f74-4557-be2f-a40c7f0a42d5,ABC Foodmart - Tribeca,3/11/2025,Roses,"High-quality floral item, Roses, sourced responsibly.",floral,kg,5,50.16,10/10/2025
Lester and Sons,collinspatricia@example.net,159b886e-6f74-4557-be2f-a40c7f0a42d5,ABC Foodmart - Tribeca,3/11/2025,Roses,"High-quality floral item, Roses, sourced responsibly.",floral,kg,9,87.21,12/29/2025
Lester and Sons,collinspatricia@example.net,159b886e-6f74-4557-be2f-a40c7f0a42d5,ABC Foodmart - Tribeca,3/11/2025,Water,"High-quality beverages item, Water, sourced responsibly.",beverages,ml,49,68.49,11/30/2025
Lester and Sons,collinspatricia@example.net,159b886e-6f74-4557-be2f-a40c7f0a42d5,ABC Foodmart - Tribeca,3/11/2025,Turkey Breast,"High-quality deli item, Turkey Breast, sourced responsibly.",deli,kg,79,76.38,8/2/2025
Lester and Sons,collinspatricia@example.net,159b886e-6f74-4557-be2f-a40c7f0a42d5,ABC Foodmart - Tribeca,3/11/2025,Frozen Vegetables,"High-quality frozen foods item, Frozen Vegetables, sourced responsibly.",frozen foods,pieces,48,78.57,9/14/2025
"Romero, Beard and Christensen",jmitchell@example.org,d68e5272-1da4-4087-a3ad-4a0ef6a52a2a,ABC Foodmart - Whitestone,4/30/2024,Shrimp,"High-quality seafood item, Shrimp, sourced responsibly.",seafood,kg,41,18.82,7/1/2024
"Romero, Beard and Christensen",jmitchell@example.org,d68e5272-1da4-4087-a3ad-4a0ef6a52a2a,ABC Foodmart - Whitestone,4/30/2024,Tulips,"High-quality floral item, Tulips, sourced responsibly.",floral,kg,24,99.74,12/24/2024
"Romero, Beard and Christensen",jmitchell@example.org,d68e5272-1da4-4087-a3ad-4a0ef6a52a2a,ABC Foodmart - Whitestone,4/30/2024,Roast Beef,"High-quality deli item, Roast Beef, sourced responsibly.",deli,ml,31,66.64,2/15/2025
"Romero, Beard and Christensen",jmitchell@example.org,d68e5272-1da4-4087-a3ad-4a0ef6a52a2a,ABC Foodmart - Whitestone,4/30/2024,Carrots,"High-quality fresh produce item, Carrots, sourced responsibly.",fresh produce,pieces,77,41.98,6/17/2024
"Romero, Beard and Christensen",jmitchell@example.org,d68e5272-1da4-4087-a3ad-4a0ef6a52a2a,ABC Foodmart - Whitestone,4/30/2024,Apples,"High-quality fresh produce item, Apples, sourced responsibly.",fresh produce,kg,62,30.86,1/10/2025
Ruiz Ltd,jescobar@example.net,0278a289-ab6f-4baa-a0b4-d4f85ea820a8,ABC Foodmart - Tribeca,10/24/2024,Beans,"High-quality dry goods item, Beans, sourced responsibly.",dry goods,kg,45,45.34,8/8/2025
Ruiz Ltd,jescobar@example.net,0278a289-ab6f-4baa-a0b4-d4f85ea820a8,ABC Foodmart - Tribeca,10/24/2024,Bread,"High-quality bakery item, Bread, sourced responsibly.",bakery,ml,87,35,1/6/2025
Ruiz Ltd,jescobar@example.net,0278a289-ab6f-4baa-a0b4-d4f85ea820a8,ABC Foodmart - Tribeca,10/24/2024,Carrots,"High-quality fresh produce item, Carrots, sourced responsibly.",fresh produce,pieces,71,72.45,9/3/2025
Ruiz Ltd,jescobar@example.net,0278a289-ab6f-4baa-a0b4-d4f85ea820a8,ABC Foodmart - Tribeca,10/24/2024,Pasta,"High-quality dry goods item, Pasta, sourced responsibly.",dry goods,pieces,6,37.55,9/24/2025
Ruiz Ltd,jescobar@example.net,0278a289-ab6f-4baa-a0b4-d4f85ea820a8,ABC Foodmart - Tribeca,10/24/2024,Juice,"High-quality beverages item, Juice, sourced responsibly.",beverages,kg,85,42.35,2/22/2025
"Garcia, David and Mendoza",phillipcombs@example.net,bdc38e54-5123-4db3-aff0-0a0138af6cfd,ABC Foodmart - Tribeca,8/7/2024,Frozen Pizza,"High-quality frozen foods item, Frozen Pizza, sourced responsibly.",frozen foods,pieces,3,11.74,10/27/2024
"Garcia, David and Mendoza",phillipcombs@example.net,bdc38e54-5123-4db3-aff0-0a0138af6cfd,ABC Foodmart - Tribeca,8/7/2024,Ham,"High-quality deli item, Ham, sourced responsibly.",deli,pieces,21,2.15,11/17/2024
"Garcia, David and Mendoza",phillipcombs@example.net,bdc38e54-5123-4db3-aff0-0a0138af6cfd,ABC Foodmart - Tribeca,8/7/2024,Lobster,"High-quality seafood item, Lobster, sourced responsibly.",seafood,ml,56,60.1,10/10/2024
"Garcia, David and Mendoza",phillipcombs@example.net,bdc38e54-5123-4db3-aff0-0a0138af6cfd,ABC Foodmart - Tribeca,8/7/2024,Roses,"High-quality floral item, Roses, sourced responsibly.",floral,kg,98,86.99,1/15/2025
"Garcia, David and Mendoza",phillipcombs@example.net,bdc38e54-5123-4db3-aff0-0a0138af6cfd,ABC Foodmart - Tribeca,8/7/2024,Lobster,"High-quality seafood item, Lobster, sourced responsibly.",seafood,pieces,71,46.57,10/14/2024
Horton LLC,veronicafuentes@example.org,2feacda4-c2c5-41a9-aa07-9ecae5ac8540,ABC Foodmart - Staten Island,3/8/2025,Turkey Breast,"High-quality deli item, Turkey Breast, sourced responsibly.",deli,pieces,83,94.04,2/2/2026
Horton LLC,veronicafuentes@example.org,2feacda4-c2c5-41a9-aa07-9ecae5ac8540,ABC Foodmart - Staten Island,3/8/2025,Beans,"High-quality dry goods item, Beans, sourced responsibly.",dry goods,pieces,41,62.32,2/10/2026
Horton LLC,veronicafuentes@example.org,2feacda4-c2c5-41a9-aa07-9ecae5ac8540,ABC Foodmart - Staten Island,3/8/2025,Cough Syrup,"High-quality pharmacy item, Cough Syrup, sourced responsibly.",pharmacy,ml,4,6.75,8/19/2025
Horton LLC,veronicafuentes@example.org,2feacda4-c2c5-41a9-aa07-9ecae5ac8540,ABC Foodmart - Staten Island,3/8/2025,Aspirin,"High-quality pharmacy item, Aspirin, sourced responsibly.",pharmacy,ml,31,57.52,11/20/2025
Horton LLC,veronicafuentes@example.org,2feacda4-c2c5-41a9-aa07-9ecae5ac8540,ABC Foodmart - Staten Island,3/8/2025,Rice,"High-quality dry goods item, Rice, sourced responsibly.",dry goods,pieces,46,63.83,10/31/2025
"Hamilton, Briggs and Nguyen",herringeric@example.org,82bef6b9-5dae-44ae-9635-0a844e00bbfb,ABC Foodmart - Staten Island,7/22/2024,Frozen Pizza,"High-quality frozen foods item, Frozen Pizza, sourced responsibly.",frozen foods,pieces,21,47.29,4/20/2025
"Hamilton, Briggs and Nguyen",herringeric@example.org,82bef6b9-5dae-44ae-9635-0a844e00bbfb,ABC Foodmart - Staten Island,7/22/2024,Lobster,"High-quality seafood item, Lobster, sourced responsibly.",seafood,pieces,51,85.54,11/24/2024
"Hamilton, Briggs and Nguyen",herringeric@example.org,82bef6b9-5dae-44ae-9635-0a844e00bbfb,ABC Foodmart - Staten Island,7/22/2024,Cough Syrup,"High-quality pharmacy item, Cough Syrup, sourced responsibly.",pharmacy,kg,40,65.16,2/4/2025
"Hamilton, Briggs and Nguyen",herringeric@example.org,82bef6b9-5dae-44ae-9635-0a844e00bbfb,ABC Foodmart - Staten Island,7/22/2024,Apples,"High-quality fresh produce item, Apples, sourced responsibly.",fresh produce,kg,7,15.29,4/15/2025
"Hamilton, Briggs and Nguyen",herringeric@example.org,82bef6b9-5dae-44ae-9635-0a844e00bbfb,ABC Foodmart - Staten Island,7/22/2024,Beef Steak,"High-quality meats item, Beef Steak, sourced responsibly.",meats,kg,63,24.71,12/13/2024
Cox-Acosta,hbarton@example.org,7811ebf7-0fc5-4bde-8278-08d11fb4e146,ABC Foodmart - Whitestone,4/3/2025,Turkey Breast,"High-quality deli item, Turkey Breast, sourced responsibly.",deli,kg,99,62.02,7/12/2025
Cox-Acosta,hbarton@example.org,7811ebf7-0fc5-4bde-8278-08d11fb4e146,ABC Foodmart - Whitestone,4/3/2025,Roast Beef,"High-quality deli item, Roast Beef, sourced responsibly.",deli,kg,66,24.59,6/16/2025
Cox-Acosta,hbarton@example.org,7811ebf7-0fc5-4bde-8278-08d11fb4e146,ABC Foodmart - Whitestone,4/3/2025,Shrimp,"High-quality seafood item, Shrimp, sourced responsibly.",seafood,ml,18,7.39,3/28/2026
Cox-Acosta,hbarton@example.org,7811ebf7-0fc5-4bde-8278-08d11fb4e146,ABC Foodmart - Whitestone,4/3/2025,Chicken Breast,"High-quality meats item, Chicken Breast, sourced responsibly.",meats,pieces,15,91.57,8/20/2025
Cox-Acosta,hbarton@example.org,7811ebf7-0fc5-4bde-8278-08d11fb4e146,ABC Foodmart - Whitestone,4/3/2025,Pork Loin,"High-quality meats item, Pork Loin, sourced responsibly.",meats,kg,7,78.31,6/6/2025
Campbell Ltd,chelsea81@example.com,4ce90b8e-cae1-4055-8913-1bf554ea9e88,ABC Foodmart - Whitestone,1/6/2025,Milk,"High-quality dairy item, Milk, sourced responsibly.",dairy,ml,63,99.22,5/8/2025
Campbell Ltd,chelsea81@example.com,4ce90b8e-cae1-4055-8913-1bf554ea9e88,ABC Foodmart - Whitestone,1/6/2025,Rice,"High-quality dry goods item, Rice, sourced responsibly.",dry goods,kg,93,11.56,10/4/2025
Campbell Ltd,chelsea81@example.com,4ce90b8e-cae1-4055-8913-1bf554ea9e88,ABC Foodmart - Whitestone,1/6/2025,Croissant,"High-quality bakery item, Croissant, sourced responsibly.",bakery,pieces,70,20.72,10/22/2025
Campbell Ltd,chelsea81@example.com,4ce90b8e-cae1-4055-8913-1bf554ea9e88,ABC Foodmart - Whitestone,1/6/2025,Rice,"High-quality dry goods item, Rice, sourced responsibly.",dry goods,kg,84,36.33,10/9/2025
Campbell Ltd,chelsea81@example.com,4ce90b8e-cae1-4055-8913-1bf554ea9e88,ABC Foodmart - Whitestone,1/6/2025,Juice,"High-quality beverages item, Juice, sourced responsibly.",beverages,kg,58,48.37,5/3/2025
Anderson-Hart,matthew56@example.net,2d2944ee-c48d-46f9-8261-cd2a18b23f44,ABC Foodmart - Staten Island,4/19/2024,Juice,"High-quality beverages item, Juice, sourced responsibly.",beverages,kg,62,87.9,6/23/2024
Anderson-Hart,matthew56@example.net,2d2944ee-c48d-46f9-8261-cd2a18b23f44,ABC Foodmart - Staten Island,4/19/2024,Sunflowers,"High-quality floral item, Sunflowers, sourced responsibly.",floral,kg,2,49.44,2/9/2025
Anderson-Hart,matthew56@example.net,2d2944ee-c48d-46f9-8261-cd2a18b23f44,ABC Foodmart - Staten Island,4/19/2024,Band-Aids,"High-quality pharmacy item, Band-Aids, sourced responsibly.",pharmacy,ml,77,8.1,1/3/2025
Anderson-Hart,matthew56@example.net,2d2944ee-c48d-46f9-8261-cd2a18b23f44,ABC Foodmart - Staten Island,4/19/2024,Milk,"High-quality dairy item, Milk, sourced responsibly.",dairy,kg,89,98.47,6/4/2024
Anderson-Hart,matthew56@example.net,2d2944ee-c48d-46f9-8261-cd2a18b23f44,ABC Foodmart - Staten Island,4/19/2024,Ice Cream,"High-quality frozen foods item, Ice Cream, sourced responsibly.",frozen foods,ml,33,88.21,12/21/2024
Matthews LLC,guerreroconnie@example.net,b8460706-3267-4d19-ad62-f79292de282c,ABC Foodmart - DUMBO,12/20/2024,Beef Steak,"High-quality meats item, Beef Steak, sourced responsibly.",meats,ml,35,9.43,7/31/2025
Matthews LLC,guerreroconnie@example.net,b8460706-3267-4d19-ad62-f79292de282c,ABC Foodmart - DUMBO,12/20/2024,Frozen Vegetables,"High-quality frozen foods item, Frozen Vegetables, sourced responsibly.",frozen foods,ml,65,40.6,1/7/2025
Matthews LLC,guerreroconnie@example.net,b8460706-3267-4d19-ad62-f79292de282c,ABC Foodmart - DUMBO,12/20/2024,Cough Syrup,"High-quality pharmacy item, Cough Syrup, sourced responsibly.",pharmacy,kg,85,78.45,8/16/2025
Matthews LLC,guerreroconnie@example.net,b8460706-3267-4d19-ad62-f79292de282c,ABC Foodmart - DUMBO,12/20/2024,Aspirin,"High-quality pharmacy item, Aspirin, sourced responsibly.",pharmacy,ml,52,18.93,10/6/2025
Matthews LLC,guerreroconnie@example.net,b8460706-3267-4d19-ad62-f79292de282c,ABC Foodmart - DUMBO,12/20/2024,Frozen Pizza,"High-quality frozen foods item, Frozen Pizza, sourced responsibly.",frozen foods,kg,34,13.41,3/6/2025
Glover Ltd,valenzuelapaul@example.com,7acedbe2-ec9a-48dd-945c-ae2a4261545a,ABC Foodmart - Whitestone,12/30/2024,Frozen Vegetables,"High-quality frozen foods item, Frozen Vegetables, sourced responsibly.",frozen foods,pieces,13,4.29,12/2/2025
Glover Ltd,valenzuelapaul@example.com,7acedbe2-ec9a-48dd-945c-ae2a4261545a,ABC Foodmart - Whitestone,12/30/2024,Croissant,"High-quality bakery item, Croissant, sourced responsibly.",bakery,pieces,25,77.15,2/7/2025
Glover Ltd,valenzuelapaul@example.com,7acedbe2-ec9a-48dd-945c-ae2a4261545a,ABC Foodmart - Whitestone,12/30/2024,Beef Steak,"High-quality meats item, Beef Steak, sourced responsibly.",meats,pieces,90,98.18,8/8/2025
Glover Ltd,valenzuelapaul@example.com,7acedbe2-ec9a-48dd-945c-ae2a4261545a,ABC Foodmart - Whitestone,12/30/2024,Bagel,"High-quality bakery item, Bagel, sourced responsibly.",bakery,kg,62,56.38,12/21/2025
Glover Ltd,valenzuelapaul@example.com,7acedbe2-ec9a-48dd-945c-ae2a4261545a,ABC Foodmart - Whitestone,12/30/2024,Salmon Fillet,"High-quality seafood item, Salmon Fillet, sourced responsibly.",seafood,kg,22,15.12,5/31/2025
Harris-Hunter,matthewwalton@example.org,6c1fb71a-7d62-449d-b543-684833c23d8d,ABC Foodmart - DUMBO,9/30/2024,Cough Syrup,"High-quality pharmacy item, Cough Syrup, sourced responsibly.",pharmacy,kg,9,14.49,11/21/2024
Harris-Hunter,matthewwalton@example.org,6c1fb71a-7d62-449d-b543-684833c23d8d,ABC Foodmart - DUMBO,9/30/2024,Ice Cream,"High-quality frozen foods item, Ice Cream, sourced responsibly.",frozen foods,ml,47,44.43,3/2/2025
Harris-Hunter,matthewwalton@example.org,6c1fb71a-7d62-449d-b543-684833c23d8d,ABC Foodmart - DUMBO,9/30/2024,Cheese,"High-quality dairy item, Cheese, sourced responsibly.",dairy,pieces,46,94.03,7/9/2025
Harris-Hunter,matthewwalton@example.org,6c1fb71a-7d62-449d-b543-684833c23d8d,ABC Foodmart - DUMBO,9/30/2024,Pasta,"High-quality dry goods item, Pasta, sourced responsibly.",dry goods,pieces,41,36.3,4/3/2025
Harris-Hunter,matthewwalton@example.org,6c1fb71a-7d62-449d-b543-684833c23d8d,ABC Foodmart - DUMBO,9/30/2024,Beef Steak,"High-quality meats item, Beef Steak, sourced responsibly.",meats,pieces,54,87.23,8/24/2025
Glover Ltd,valenzuelapaul@example.com,f47c70b6-3fa9-4088-b9d7-58a484c7e619,ABC Foodmart - DUMBO,3/21/2025,Carrots,"High-quality fresh produce item, Carrots, sourced responsibly.",fresh produce,pieces,18,17.04,6/29/2025
Glover Ltd,valenzuelapaul@example.com,f47c70b6-3fa9-4088-b9d7-58a484c7e619,ABC Foodmart - DUMBO,3/21/2025,Sunflowers,"High-quality floral item, Sunflowers, sourced responsibly.",floral,kg,73,78.91,9/27/2025
Glover Ltd,valenzuelapaul@example.com,f47c70b6-3fa9-4088-b9d7-58a484c7e619,ABC Foodmart - DUMBO,3/21/2025,Roast Beef,"High-quality deli item, Roast Beef, sourced responsibly.",deli,pieces,79,62.49,5/19/2025
Glover Ltd,valenzuelapaul@example.com,f47c70b6-3fa9-4088-b9d7-58a484c7e619,ABC Foodmart - DUMBO,3/21/2025,Chicken Breast,"High-quality meats item, Chicken Breast, sourced responsibly.",meats,pieces,44,32.97,8/20/2025
Glover Ltd,valenzuelapaul@example.com,f47c70b6-3fa9-4088-b9d7-58a484c7e619,ABC Foodmart - DUMBO,3/21/2025,Frozen Vegetables,"High-quality frozen foods item, Frozen Vegetables, sourced responsibly.",frozen foods,pieces,19,20.43,5/31/2025
"Miller, Washington and Johnson",englishvincent@example.com,b053d1db-ea45-4f6f-b645-59e9c025746f,ABC Foodmart - Bay Ridge,3/22/2025,Rice,"High-quality dry goods item, Rice, sourced responsibly.",dry goods,ml,25,14.65,10/10/2025
"Miller, Washington and Johnson",englishvincent@example.com,b053d1db-ea45-4f6f-b645-59e9c025746f,ABC Foodmart - Bay Ridge,3/22/2025,Cough Syrup,"High-quality pharmacy item, Cough Syrup, sourced responsibly.",pharmacy,kg,46,25.67,5/8/2025
"Miller, Washington and Johnson",englishvincent@example.com,b053d1db-ea45-4f6f-b645-59e9c025746f,ABC Foodmart - Bay Ridge,3/22/2025,Pasta,"High-quality dry goods item, Pasta, sourced responsibly.",dry goods,kg,95,90.09,4/8/2025
"Miller, Washington and Johnson",englishvincent@example.com,b053d1db-ea45-4f6f-b645-59e9c025746f,ABC Foodmart - Bay Ridge,3/22/2025,Yogurt,"High-quality dairy item, Yogurt, sourced responsibly.",dairy,kg,31,13.48,4/11/2025
"Miller, Washington and Johnson",englishvincent@example.com,b053d1db-ea45-4f6f-b645-59e9c025746f,ABC Foodmart - Bay Ridge,3/22/2025,Turkey Breast,"High-quality deli item, Turkey Breast, sourced responsibly.",deli,ml,33,59.05,8/16/2025
Neal-Jones,rodney30@example.net,b3de671b-4724-47c0-9ad9-263a48a30f94,ABC Foodmart - Bay Ridge,5/15/2024,Lettuce,"High-quality fresh produce item, Lettuce, sourced responsibly.",fresh produce,kg,77,19.93,2/9/2025
Neal-Jones,rodney30@example.net,b3de671b-4724-47c0-9ad9-263a48a30f94,ABC Foodmart - Bay Ridge,5/15/2024,Yogurt,"High-quality dairy item, Yogurt, sourced responsibly.",dairy,pieces,52,68.44,11/19/2024
Neal-Jones,rodney30@example.net,b3de671b-4724-47c0-9ad9-263a48a30f94,ABC Foodmart - Bay Ridge,5/15/2024,Beef Steak,"High-quality meats item, Beef Steak, sourced responsibly.",meats,pieces,21,30.35,11/16/2024
Neal-Jones,rodney30@example.net,b3de671b-4724-47c0-9ad9-263a48a30f94,ABC Foodmart - Bay Ridge,5/15/2024,Sunflowers,"High-quality floral item, Sunflowers, sourced responsibly.",floral,kg,73,97.17,5/13/2025
Neal-Jones,rodney30@example.net,b3de671b-4724-47c0-9ad9-263a48a30f94,ABC Foodmart - Bay Ridge,5/15/2024,Pork Loin,"High-quality meats item, Pork Loin, sourced responsibly.",meats,ml,39,14.48,11/20/2024
"Jackson, Maxwell and Stone",ffowler@example.net,60f8a7f8-a9bb-42c8-b692-bccc4233c287,ABC Foodmart - Staten Island,7/9/2024,Yogurt,"High-quality dairy item, Yogurt, sourced responsibly.",dairy,pieces,47,28.67,8/14/2024
"Jackson, Maxwell and Stone",ffowler@example.net,60f8a7f8-a9bb-42c8-b692-bccc4233c287,ABC Foodmart - Staten Island,7/9/2024,Soda,"High-quality beverages item, Soda, sourced responsibly.",beverages,ml,81,69.39,2/24/2025
"Jackson, Maxwell and Stone",ffowler@example.net,60f8a7f8-a9bb-42c8-b692-bccc4233c287,ABC Foodmart - Staten Island,7/9/2024,Pasta,"High-quality dry goods item, Pasta, sourced responsibly.",dry goods,ml,81,35.1,6/29/2025
"Jackson, Maxwell and Stone",ffowler@example.net,60f8a7f8-a9bb-42c8-b692-bccc4233c287,ABC Foodmart - Staten Island,7/9/2024,Aspirin,"High-quality pharmacy item, Aspirin, sourced responsibly.",pharmacy,kg,3,15.9,9/30/2024
"Jackson, Maxwell and Stone",ffowler@example.net,60f8a7f8-a9bb-42c8-b692-bccc4233c287,ABC Foodmart - Staten Island,7/9/2024,Soda,"High-quality beverages item, Soda, sourced responsibly.",beverages,pieces,57,55.47,2/10/2025
Gregory Inc,james84@example.org,93bbf7ed-43fd-460a-967e-0c9e63f2350b,ABC Foodmart - DUMBO,8/3/2024,Croissant,"High-quality bakery item, Croissant, sourced responsibly.",bakery,pieces,81,58.88,3/7/2025
Gregory Inc,james84@example.org,93bbf7ed-43fd-460a-967e-0c9e63f2350b,ABC Foodmart - DUMBO,8/3/2024,Croissant,"High-quality bakery item, Croissant, sourced responsibly.",bakery,pieces,61,41.93,9/15/2024
Gregory Inc,james84@example.org,93bbf7ed-43fd-460a-967e-0c9e63f2350b,ABC Foodmart - DUMBO,8/3/2024,Cheese,"High-quality dairy item, Cheese, sourced responsibly.",dairy,ml,6,68.96,4/29/2025
Gregory Inc,james84@example.org,93bbf7ed-43fd-460a-967e-0c9e63f2350b,ABC Foodmart - DUMBO,8/3/2024,Turkey Breast,"High-quality deli item, Turkey Breast, sourced responsibly.",deli,kg,100,85.24,1/6/2025
Gregory Inc,james84@example.org,93bbf7ed-43fd-460a-967e-0c9e63f2350b,ABC Foodmart - DUMBO,8/3/2024,Frozen Pizza,"High-quality frozen foods item, Frozen Pizza, sourced responsibly.",frozen foods,pieces,64,94.34,9/20/2024
White Inc,palmerkristen@example.com,6bebe419-387f-4f2d-ab34-b49fc8340de6,ABC Foodmart - Tribeca,8/13/2024,Roses,"High-quality floral item, Roses, sourced responsibly.",floral,ml,42,73.6,7/3/2025
White Inc,palmerkristen@example.com,6bebe419-387f-4f2d-ab34-b49fc8340de6,ABC Foodmart - Tribeca,8/13/2024,Cough Syrup,"High-quality pharmacy item, Cough Syrup, sourced responsibly.",pharmacy,pieces,3,78.94,7/21/2025
White Inc,palmerkristen@example.com,6bebe419-387f-4f2d-ab34-b49fc8340de6,ABC Foodmart - Tribeca,8/13/2024,Bagel,"High-quality bakery item, Bagel, sourced responsibly.",bakery,pieces,21,31.99,8/25/2024
White Inc,palmerkristen@example.com,6bebe419-387f-4f2d-ab34-b49fc8340de6,ABC Foodmart - Tribeca,8/13/2024,Ice Cream,"High-quality frozen foods item, Ice Cream, sourced responsibly.",frozen foods,pieces,74,16.32,1/14/2025
White Inc,palmerkristen@example.com,6bebe419-387f-4f2d-ab34-b49fc8340de6,ABC Foodmart - Tribeca,8/13/2024,Juice,"High-quality beverages item, Juice, sourced responsibly.",beverages,ml,25,80.96,9/9/2024
"Wong, Mcdonald and Rodriguez",elizabethdavis@example.com,133bc6b4-1383-46a0-8435-873f41489bb0,ABC Foodmart - Whitestone,6/23/2024,Pasta,"High-quality dry goods item, Pasta, sourced responsibly.",dry goods,pieces,49,59.94,12/25/2024
"Wong, Mcdonald and Rodriguez",elizabethdavis@example.com,133bc6b4-1383-46a0-8435-873f41489bb0,ABC Foodmart - Whitestone,6/23/2024,Milk,"High-quality dairy item, Milk, sourced responsibly.",dairy,pieces,92,72.89,3/30/2025
"Wong, Mcdonald and Rodriguez",elizabethdavis@example.com,133bc6b4-1383-46a0-8435-873f41489bb0,ABC Foodmart - Whitestone,6/23/2024,Rice,"High-quality dry goods item, Rice, sourced responsibly.",dry goods,kg,99,34.87,1/30/2025
"Wong, Mcdonald and Rodriguez",elizabethdavis@example.com,133bc6b4-1383-46a0-8435-873f41489bb0,ABC Foodmart - Whitestone,6/23/2024,Yogurt,"High-quality dairy item, Yogurt, sourced responsibly.",dairy,ml,31,23.25,9/23/2024
"Wong, Mcdonald and Rodriguez",elizabethdavis@example.com,133bc6b4-1383-46a0-8435-873f41489bb0,ABC Foodmart - Whitestone,6/23/2024,Rice,"High-quality dry goods item, Rice, sourced responsibly.",dry goods,kg,61,8.64,8/5/2024
